id,description,code,name,keywords,include,exclude
62386,"Servicios de comercio al por menor de maquinaria y equipo para la agricultura, césped y jardín, incluyendo tractores, a través de pedidos por correo o internet",62386,"Servicios de comercio al por menor de maquinaria y equipo para la agricultura, césped y jardín, incluyendo tractores, a través de pedidos por correo o internet","Servicios de comercio al por menor de maquinaria y equipo para la agricultura, cesped y jardin, incluyendo tractores, a traves de pedidos por correo o internet",Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 441 (maquinaria agrícola o forestal y sus partes),
62387,"Servicios de comercio al por menor de maquinaria y equipo para la minería, construcción e ingeniería civil, a través de pedidos por correo o internet",62387,"Servicios de comercio al por menor de maquinaria y equipo para la minería, construcción e ingeniería civil, a través de pedidos por correo o internet","Servicios de comercio al por menor de maquinaria y equipo para la mineria, construccion e ingenieria civil, a traves de pedidos por correo o internet","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 444 (maquinaria para la minería, canteras y la construcción, y sus partes)",
62388,"Servicios de comercio al por menor de otras maquinarias y equipos industriales específicos y suministros operativos relacionados, a través de pedidos por correo o internet",62388,"Servicios de comercio al por menor de otras maquinarias y equipos industriales específicos y suministros operativos relacionados, a través de pedidos por correo o internet","Servicios de comercio al por menor de otras maquinarias y equipos industriales especificos y suministros operativos relacionados, a traves de pedidos por correo o internet","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 328 (caracteres de imprenta, placas o cilindros de impresión preparados, piedras litográficas impresas u otros medios impresos para su uso en la impresión),  productos del grupo 443 (maquinaria para la industria metalúrgica, y sus partes),  productos del grupo 445 (maquinaria para la elaboración de alimentos, bebidas y tabaco, y sus partes),  productos del grupo 446 (maquinaria para la fabricación de textiles, prendas de vestir y artículos de cuero, y sus partes),  productos del grupo 449 (otra maquinaria de uso especial y sus partes)",
62389,"Servicios de comercio al por menor de otras maquinarias y equipos n.c.p., a través de pedidos por correo o internet",62389,"Servicios de comercio al por menor de otras maquinarias y equipos n.c.p., a través de pedidos por correo o internet","Servicios de comercio al por menor de otras maquinarias y equipos n.c.p., a traves de pedidos por correo o internet","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 431 (motores y turbinas y sus partes),  productos del grupo 432 (bombas, compresores, motores de potencia hidráulica y neumática, y válvulas, y sus partes) ,  productos del grupo 433 (rodamientos, engranajes y elementos de accionamiento, y sus partes),  productos del grupo 434 (hornos y quemadores y sus partes),  productos del grupo 435 (equipos de elevación y manipulación y sus partes),  productos del grupo 439 (otras máquinas de uso general y sus partes),  productos del grupo 447 (armas y municiones y sus partes),  productos del grupo 461 (motores eléctricos, generadores y transformadores, y sus partes),  productos del grupo 462 (aparatos de control y distribución eléctrica, y sus partes),  productos del grupo 469 (otros equipos eléctricos y sus partes)",
62391,"Servicios de comercio al por menor de combustibles sólidos, líquidos, gaseosos y productos afines, a través de pedidos por correo o internet",62391,"Servicios de comercio al por menor de combustibles sólidos, líquidos, gaseosos y productos afines, a través de pedidos por correo o internet","Servicios de comercio al por menor de combustibles solidos, liquidos, gaseosos y productos afines, a traves de pedidos por correo o internet","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 110 (carbón y el lignito, la turba),  productos del grupo 120 (petróleo crudo y gas natural),  productos del grupo 172 (gas de hulla, gas de agua, gas de síntesis y gases similares, que no sean gases de petróleo y otros hidrocarburos gaseosos),  productos del grupo 311 (madera, cortada o astillada a lo largo, rebanada o pelada, de un grosor mayor a 6mm; durmientes de vías férreas de madera, no impregnada ),  productos del grupo 312 (madera perfilada longitudinalmente en cualquiera de sus bordes o caras; viruta de madera, aserrín, madera en astillas o partículas),  productos del grupo 331 (coque y semi coque de carbón, lignito o turba; carbón de retorta),  productos del grupo 337 (elementos combustibles (cartuchos), para o de reactores nucleares)",
62394,"Servicios de comercio al por menor de papel y cartón, a través de pedidos por correo o internet",62394,"Servicios de comercio al por menor de papel y cartón, a través de pedidos por correo o internet","Servicios de comercio al por menor de papel y carton, a traves de pedidos por correo o internet","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 321 (pulpa, papel y cartón), excepto de la subclase 32194",
62399,"Servicios de comercio al por menor de minerales no metálicos y otros productos n.c.p., a través de pedidos por correo o internet",62399,"Servicios de comercio al por menor de minerales no metálicos y otros productos n.c.p., a través de pedidos por correo o internet","Servicios de comercio al por menor de minerales no metalicos y otros productos n.c.p., a traves de pedidos por correo o internet","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 151 (piedra de tallado o de construcción),  productos del grupo 152 (yeso, anhidrita, piedra caliza de flujo; piedras calizas y otras piedras calizas, de los tipos utilizados para la fabricación de cal o cemento),  productos del grupo 153 (arena, piedras, gravilla, piedra molida o triturada, bitumen natural y asfalto) ,  productos del grupo 154 (arcilla),  productos del grupo 161 (minerales químicos y fertilizantes),  productos del grupo 162 (sal y cloruro de sodio puro; agua de mar),  productos del grupo 163 (piedras preciosas y semi preciosas; piedra pómez; esmeril; abrasivos naturales; otros minerales) ,  productos del grupo 216 (sedimento de algodón),  productos del grupo 317 (cajas de embalaje, cajas, jaulas, tambores y envases similares, de madera; carretes de madera para cables; paletas, paletas caja y otras plataformas para carga, de madera; toneles, barriles, cubas, tinas y otros productos de tonelería y sus partes, de madera (incluso duelas),  productos del grupo 332 (alquitranes de hulla, lignito o turba y otros alquitranes minerales),  productos del grupo 333 (aceites de petróleo y aceites obtenidos de minerales bituminosos, que no sean los aceites crudos, preparaciones n.c.p. con un contenido en peso de 70% o más de estos aceites, tales aceites son los constituyentes básicos de las preparaciones),  productos del grupo 334 (gases del petróleo y demás hidrocarburos gaseosos, excepto gas natural),  productos del grupo 335 (vaselina; cera de parafina, cera micro cristalina de petróleo, ozoquerita, cera de lignito, cera de turba, demás ceras minerales y productos similares; coque de petróleo, betún de petróleo y demás residuos de los aceites de petróleo o de aceites obtenidos de minerales bituminosos),  productos del grupo 336 (elementos radioactivos e isótopos y compuestos, aleaciones, dispersiones, productos cerámicos y mezclas, que contengan estos elementos, isótopos o compuestos; residuos radiactivos),  productos del grupo 362 (otros productos de caucho),  productos del grupo 363 (semi manufacturas de plástico),  productos del grupo 364 (productos de embalaje de plástico),  productos de la clase 3692 (Placas, láminas, hojas, cintas, tiras y demás formas planas de plástico autoadhesivas),  productos de la clase 3697 (cascos de seguridad, demás artículos de tocador de caucho o plástico),  productos de la clase 3698 (aparatos aislantes eléctricos de plástico),  productos de la clase 3699 (artículos de plástico n.c.p.),  productos de la clase 3729 (otros artículos de cerámica no estructurales),  productos de la clase 379 (otros productos minerales no metálicos n.c.p.),  productos del grupo 386 (carrusel, columpios, casetas de tiro y otros juegos de parques de diversión),  productos del grupo 387 (edificios prefabricados),  productos del grupo 389 (otros artículos manufacturados n.c.p.),  productos del grupo 421 (productos metálicos estructurales y sus partes),  productos del grupo 422 (tanques, depósitos y recipientes de hierro, acero o aluminio),  productos del grupo 423 (generadores de vapor, (excepto calderas de calefacción central) y sus partes),  productos de la clase 4299 (otros productos metálicos),  productos del grupo 463 (alambre y cable aislado; cable de fibra óptica)",
62411,"Otros servicios de comercio al por menor de granos, semillas y frutas oleaginosas, semillas y alimento para animales, sin intervención de tiendas de venta",62411,"Otros servicios de comercio al por menor de granos, semillas y frutas oleaginosas, semillas y alimento para animales, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de granos, semillas y frutas oleaginosas, semillas y alimento para animales, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 011 (cereales),  productos del grupo 014 (semillas y frutos oleaginosos),  productos del grupo 015 (raíces y tubérculos comestibles con alto contenido de almidón o inulina),  productos del grupo 016 (cultivos estimulantes y de especias),  productos del grupo 017 (legumbres (vegetales leguminosos secos)),  productos del grupo 018 (cultivos de azúcar),  productos de la clase 0191 (productos de forraje),  productos de la clase 0192 (cultivos de fibra),  productos de la clase 0194 (semillas de remolacha (excluidas las semillas de remolacha azucarera) y semillas de plantas forrajeras),  productos del grupo 233 (preparaciones utilizadas en alimentación animal)",
62412,"Otros servicios de comercio al por menor de flores y plantas, sin intervención de tiendas de venta",62412,"Otros servicios de comercio al por menor de flores y plantas, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de flores y plantas, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 0193 (plantas y partes de plantas utilizadas principalmente en perfumería, farmacia como insecticidas, fungicidas o con propósitos similares),  productos de la clase 0196 (plantas vivas; flores cortadas y capullos de flores; semillas de flores)",
62414,"Otros servicios de comercio al por menor de animales vivos, incluyendo animales domésticos, sin intervención de tiendas de venta",62414,"Otros servicios de comercio al por menor de animales vivos, incluyendo animales domésticos, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de animales vivos, incluyendo animales domesticos, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 021 (animales vivos),  productos de la clase 0411 (peces, vivos)",
62415,"Otros servicios de comercio al por menor de cueros, pieles y cuero curtido, sin intervención de tiendas de venta",62415,"Otros servicios de comercio al por menor de cueros, pieles y cuero curtido, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de cueros, pieles y cuero curtido, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 0295 (cueros, pieles y pieles de pelo fino, en bruto)",
62419,"Otros servicios de comercio al por menor de materias primas agrícolas n.c.p., sin intervención de tiendas de venta",62419,"Otros servicios de comercio al por menor de materias primas agrícolas n.c.p., sin intervención de tiendas de venta","Otros servicios de comercio al por menor de materias primas agricolas n.c.p., sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 0195 (caucho natural en formas primarias o en placas, hojas o tiras),  productos de la clase 0199 (otros materiales vegetales en bruto, n.c.p.),  productos del grupo 022 (leche cruda),  productos del grupo 023 (huevos de gallinas u otras aves con cáscara, frescos),  productos del grupo 024 (materiales reproductivos de animales),  productos de la clase 0291 (miel natural),  productos de la clase 0292 (caracoles, frescos, refrigerados, congelados, secos, en salmuera, excepto caracoles de mar),  productos de la clase 0293 (productos comestibles de origen animal n.c.p.),  productos de la clase 0294 (materias primas de origen animal utilizadas en la industria textil),  productos de la clase 0296 (cera de insectos y esperma de ballena, incluso refinadas o coloreadas),  productos del grupo 032 (productos forestales no madereros)",
62421,"Otros servicios de comercio al por menor de frutas, vegetales y legumbres, sin intervención de tiendas de venta",62421,"Otros servicios de comercio al por menor de frutas, vegetales y legumbres, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de frutas, vegetales y legumbres, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 012 (vegetales),  productos del grupo 013 (frutas y nueces),  productos del grupo 213 (vegetales, legumbres y papas preparadas y preservadas),  productos del grupo 214 (frutas y nueces preparados y preservados)",
62422,"Otros servicios de comercio al por menor de productos lácteos, huevos, aceites y grasas comestibles, sin intervención de tiendas de venta",62422,"Otros servicios de comercio al por menor de productos lácteos, huevos, aceites y grasas comestibles, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de productos lacteos, huevos, aceites y grasas comestibles, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 215 (aceites y grasas animales y vegetales),  productos del grupo 217 (residuos resultantes de la extracción de aceite y grasas vegetales; harinas y polvos de semillas o frutas oleaginosas, excepto las de mostaza; ceras vegetales, excepto triglicéridos; degrás; residuos procedentes del tratamiento de substancias grasas o ceras animales o vegetales),  productos del grupo 221 (leche líquida y crema procesada),  productos del grupo 222 (otros productos lácteos),  productos del grupo 223 (huevos, en cáscara, conservados o cocinados)",
62423,"Otros servicios de comercio al por menor de carne, aves y productos de caza, sin intervención de tiendas de venta",62423,"Otros servicios de comercio al por menor de carne, aves y productos de caza, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de carne, aves y productos de caza, sin intervencion de tiendas de venta",Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 211 (carne y productos de carne),
62424,"Otros servicios de comercio al por menor de productos de la pesca y otros productos del mar, sin intervención de tiendas de venta",62424,"Otros servicios de comercio al por menor de productos de la pesca y otros productos del mar, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de productos de la pesca y otros productos del mar, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 0412 (pescado, frescos o refrigerado),  productos del grupo 042 (crustáceos, sin congelar; ostras; otros moluscos e invertebrados acuáticos, vivos, frescos o refrigerados),  productos del grupo 049 (otras plantas acuáticas y animales),  productos del grupo 212 (pescado preparado y preservado, crustáceos, moluscos y otros invertebrados acuáticos)",
62425,"Otros servicios de comercio al por menor de productos de confitería y panadería, sin intervención de tiendas de venta",62425,"Otros servicios de comercio al por menor de productos de confitería y panadería, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de productos de confiteria y panaderia, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 234 (productos de panadería),  productos del grupo 235 (azúcar),  productos del grupo 236 (cacao, chocolate y artículos de confitería)",
62426,"Otros servicios de comercio al por menor de bebidas, sin intervención de tiendas de venta",62426,"Otros servicios de comercio al por menor de bebidas, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de bebidas, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 241 (alcohol etílico, bebidas alcohólicas destiladas, licores y demás bebidas destiladas),  productos del grupo 242 (vinos),  productos del grupo 243 (licor de malta y malta),  productos del grupo 244 (bebidas; agua mineral embotellada)",
62427,"Otros servicios de comercio al por menor de café, té y especias, sin intervención de tiendas de venta",62427,"Otros servicios de comercio al por menor de café, té y especias, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de cafe, te y especias, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 2391 (café y té),  productos de la clase 2392 (especias y especias aromáticas, procesadas)",
62428,"Otros servicios de comercio al por menor de productos de tabaco, sin intervención de tiendas de venta",62428,"Otros servicios de comercio al por menor de productos de tabaco, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de productos de tabaco, sin intervencion de tiendas de venta",Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 250 (productos de tabaco),
62429,"Otros servicios de comercio al por menor de productos alimenticios n.c.p., sin intervención de tiendas de venta",62429,"Otros servicios de comercio al por menor de productos alimenticios n.c.p., sin intervención de tiendas de venta","Otros servicios de comercio al por menor de productos alimenticios n.c.p., sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 231 (productos de molinería),  productos del grupo 232 (almidones y productos amiláceos; azúcares y jarabes de azúcar n.c.p.),  productos del grupo 237 (macarrones, fideos, cuscús, y productos farináceos similares),  productos de la clase 2399 (otros productos alimenticios)",
62431,"Otros servicios de comercio al por menor de hilados y tejidos, sin intervención de tiendas de venta",62431,"Otros servicios de comercio al por menor de hilados y tejidos, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de hilados y tejidos, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 261 (fibras textiles naturales preparadas para el hilado),  productos del grupo 262 (fibras artificiales o sintéticas textiles discontinuas manufacturadas, elaboradas para el hilado),  productos del grupo 263 (hilados e hilos textiles de fibras naturales),  productos del grupo 264 (hilados e hilos textiles de filamentos sintéticos o artificiales o fibras discontinuas),  productos del grupo 265 (tejidos (excepto tejidos especiales) de fibras naturales distintas del algodón),  productos del grupo 266 (tejidos (excepto tejidos especiales) de algodón),  productos del grupo 267 (tejidos (excepto tejidos especiales) de filamentos sintéticos o artificiales y fibras discontinuas),  productos del grupo 268 (tejidos especiales),  productos del grupo 281 (tejidos de punto o ganchillo)",
62432,"Otros servicios de comercio al por menor de sábanas, cortinas, visillos y diversos artículos de uso doméstico de materiales textiles sin intervención de tiendas",62432,"Otros servicios de comercio al por menor de sábanas, cortinas, visillos y diversos artículos de uso doméstico de materiales textiles sin intervención de tiendas","Otros servicios de comercio al por menor de sabanas, cortinas, visillos y diversos articulos de uso domestico de materiales textiles sin intervencion de tiendas","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 271 (artículos confeccionados con textiles),  productos del grupo 273 (cordeles, cuerdas y cordajes y artículos similares (incluso redes)),  productos del grupo 279 (textiles n.c.p.)",
62433,"Otros servicios de comercio al por menor de prendas de vestir, artículos de piel y accesorios de vestir, sin intervención de tiendas de venta",62433,"Otros servicios de comercio al por menor de prendas de vestir, artículos de piel y accesorios de vestir, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de prendas de vestir, articulos de piel y accesorios de vestir, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 282 (prendas de vestir, excepto prendas de piel),  productos de la clase 2832 (prendas de vestir, accesorios de vestir y demás artículos de peletería (excepto artículos de tocado)),  productos de la clase 2833 (Pieles artificiales y artículos confeccionados de pieles artificiales (excepto artículos de tocado)",
62434,"Otros servicios de comercio al por menor de calzado, sin intervención de tiendas de venta",62434,"Otros servicios de comercio al por menor de calzado, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de calzado, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 293 (calzado con suela y parte superior de caucho o plástico, o con la parte superior de cuero o materias textiles, que no sea calzado deportivo, calzado con puntera protectora de metal y calzado especial diverso),  productos del grupo 294 (calzado de deporte, excepto botas de patinar),  productos del grupo 295 (otros calzados, excepto calzado de asbesto, calzado ortopédico y botas de patinaje),  productos del grupo 296 (partes de calzado, plantillas, taloneras y artículos similares, polainas, botines y artículos similares y sus partes)",
62441,"Otros servicios de comercio al por menor de muebles de uso doméstico, sin intervención de tiendas de venta",62441,"Otros servicios de comercio al por menor de muebles de uso doméstico, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de muebles de uso domestico, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 381 (muebles), excepto de la subclase 38111 y clase 3812",
62442,"Otros servicios de comercio al por menor de equipos de radio y televisión y de discos y cintas, de audio y video, grabados, sin intervención de tiendas de venta",62442,"Otros servicios de comercio al por menor de equipos de radio y televisión y de discos y cintas, de audio y video, grabados, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de equipos de radio y television y de discos y cintas, de audio y video, grabados, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 4721 (aparatos de transmisión de radiodifusión o televisión, incorporen o no aparato receptor o aparato de grabación o reproducción de sonido; cámaras de televisión, cámaras digitales y grabadoras de video de la cámara),  productos del grupo 473 (transmisores de radio y receptores de televisión; aparatos de grabación y reproducción de sonido y video; micrófonos, altavoces, amplificadores, etcétera),  productos del grupo 474 (partes de los productos de las clases 4721 a 4733 y 4822),  productos del grupo 476 (discos, cintas y otros medios de audio y video, grabados)",
62443,"Otros servicios de comercio al por menor de artículos de iluminación, sin intervención de tiendas de venta",62443,"Otros servicios de comercio al por menor de artículos de iluminación, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de articulos de iluminacion, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 465 (filamento eléctrico o lámparas de descarga, lámparas de arco, equipo de iluminación y sus partes)",
62444,"Otros servicios de comercio al por menor de electrodomésticos, sin intervención de tiendas de venta",62444,"Otros servicios de comercio al por menor de electrodomésticos, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de electrodomesticos, sin intervencion de tiendas de venta",Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 448 (aparatos de uso doméstico y sus partes),
62445,"Otros servicios de comercio al por menor de utensilios domésticos varios, cubiertos, vajillas, cristalería, porcelana y cerámica, sin intervención de tiendas de venta",62445,"Otros servicios de comercio al por menor de utensilios domésticos varios, cubiertos, vajillas, cristalería, porcelana y cerámica, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de utensilios domesticos varios, cubiertos, vajillas, cristaleria, porcelana y ceramica, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 3694 (vajilla, batería de cocina, otros artículos de uso doméstico y artículos de tocador, de plástico),  productos de la clase 3719 (otros artículos de vidrios),  productos de la clase 4291 (productos domésticos de metal)",
62446,"Otros servicios de comercio al por menor de artículos de mimbre, corcho, tonelería y otros artículos de madera, sin intervención de tiendas de venta",62446,"Otros servicios de comercio al por menor de artículos de mimbre, corcho, tonelería y otros artículos de madera, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de articulos de mimbre, corcho, toneleria y otros articulos de madera, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 319 (otros productos de madera; artículos de corcho, materiales de trenzado y paja)",
62451,"Otros servicios de comercio al por menor de libros, revistas, periódicos y artículos de papelería, sin intervención de tiendas de venta",62451,"Otros servicios de comercio al por menor de libros, revistas, periódicos y artículos de papelería, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de libros, revistas, periodicos y articulos de papeleria, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 322 (libros, impresos),  productos del grupo 323 (periódicos y revistas, impresos),  productos del grupo 324 (periódicos y revistas, que no sea todos los días, impresos),  productos del grupo 325 (mapas impresos; música, impresa o en manuscritos; postales, tarjetas de saludos, fotografías y planos),  productos del grupo 326 (sellos, talonarios de cheques, billetes de banco, certificados de acciones, folletos y volantes, material publicitario y otros materiales impresos),  productos del grupo 327 (registros, libros de contabilidad, cuadernos, blocs de cartas, agendas y artículos similares, carpetas de mesa, carpetas y cubiertas para documentos, formularios y otros artículos de escritorio, de papel o cartón)",
62452,"Otros servicios de comercio al por menor de equipo fotográfico, óptico y de precisión, sin intervención de tiendas de venta",62452,"Otros servicios de comercio al por menor de equipo fotográfico, óptico y de precisión, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de equipo fotografico, optico y de precision, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 482 (Instrumentos y aparatos de medición, verificación, análisis, navegación y para otros fines, excepto instrumentos ópticos; instrumentos de control de procesos industriales; sus partes, accesorios),  productos del grupo 483 (instrumentos ópticos y fotográficos, y sus partes y accesorios)",
62453,"Otros servicios de comercio al por menor de juegos y juguetes, sin intervención de tiendas de venta",62453,"Otros servicios de comercio al por menor de juegos y juguetes, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de juegos y juguetes, sin intervencion de tiendas de venta",Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 385 (juegos y juguetes),
62454,"Otros servicios de comercio al por menor de relojes y joyas, sin intervención de tiendas de venta",62454,"Otros servicios de comercio al por menor de relojes y joyas, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de relojes y joyas, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 382 (joyas y artículos relacionados),  productos del grupo 484 (relojes y sus partes)",
62455,"Otros servicios de comercio al por menor de artículos deportivos (incluidas las bicicletas), sin intervención de tiendas de venta",62455,"Otros servicios de comercio al por menor de artículos deportivos (incluidas las bicicletas), sin intervención de tiendas de venta","Otros servicios de comercio al por menor de articulos deportivos (incluidas las bicicletas), sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 384 (productos deportivos),  productos del grupo 494 (botes deportivos y recreativos),  productos de la subclase 49921 (bicicletas y demás velocípedos, sin motor)",
62456,"Otros servicios de comercio al por menor de artículos de cuero y accesorios de viaje, sin intervención de tiendas de venta",62456,"Otros servicios de comercio al por menor de artículos de cuero y accesorios de viaje, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de articulos de cuero y accesorios de viaje, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 2831 (peletería curtida o adobada),  productos del grupo 291 (peletería curtida o adobada; cuero artificial o regenerado),  productos del grupo 292 (maletas, bolsos y artículos similares; artículos de guarnicionería y talabartería; otros artículos de cuero)",
62459,"Otros servicios de comercio al por menor de diversos bienes de consumo n.c.p., sin intervención de tiendas de venta",62459,"Otros servicios de comercio al por menor de diversos bienes de consumo n.c.p., sin intervención de tiendas de venta","Otros servicios de comercio al por menor de diversos bienes de consumo n.c.p., sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 361 (neumáticos y tubos de goma),  productos del grupo 383 (instrumentos musicales),  productos del grupo 464 (acumuladores, pilas y baterías no recargables, y sus partes)",
62461,"Otros servicios de comercio al por menor de materiales de construcción y vidrio plano, sin intervención de tiendas de venta",62461,"Otros servicios de comercio al por menor de materiales de construcción y vidrio plano, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de materiales de construccion y vidrio plano, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 314 (tableros y paneles),  productos del grupo 315 (hojas de enchapado; hojas de contrachapado; madera compactada),  productos del grupo 316 (obras y piezas de carpintería para edificios y construcción (incluso tableros de madera celular, tableros armados para pisos de parqué, tablillas y ripias)),  productos de la clase 3695 (artículos para construcción, de plástico n.c.p.),  productos de la clase 3696 (partes n.c.p. de lámparas, alumbrado, letreros iluminados, placas iluminadas y similares, de plástico),  productos de la clase 3711 (vidrio sin elaborar, vidrio plano y vidrio prensado o moldeado para construcción; espejos de vidrio),  productos de la clase 3712 (fibras de vidrio y sus artículos, excepto tejidos),  productos de la clase 3731 (ladrillos, bloques, baldosas y otros artículos cerámicos de tierras silíceas),  productos de la clase 3732 (ladrillos, bloques y baldosas refractarios y artículos similares de construcción de materiales cerámicos refractarios, que no sea de tierras silíceas),  productos de la clase 3733 (cementos, morteros, hormigones refractarios y preparaciones similares n.c.p.),  productos de la clase 3734 (productos refractarios sin cocer; otros artículos cerámicos refractarios),  productos de la clase 3735 (ladrillos de construcción, bloques para pisos, losas de apoyo o de relleno, tejas, cañones de chimeneas, sombreretes y revestimientos de chimeneas, ornamentos arquitectónicos y otros artículos de construcción, de cerámicos no refractarios),  productos de la clase 3737 (baldosas y pavimentos, soleras o revestimiento; cubos de mosaico de cerámica y similares),  productos del grupo 374 (cemento, cal y yeso),  productos del grupo 375 (artículos de cemento, hormigón y yeso),  productos del grupo 376 (piedra de talla o de construcción y sus manufacturas)",
62462,"Otros servicios de comercio al por menor de accesorios, artefactos y equipos sanitarios de cerámica, sin intervención de tiendas de venta",62462,"Otros servicios de comercio al por menor de accesorios, artefactos y equipos sanitarios de cerámica, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de accesorios, artefactos y equipos sanitarios de ceramica, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos de la clase 3693 (bañeras, lavabos, inodoros, tapas de inodoros, cisternas y aparatos sanitarios similares, de plástico),  productos de la clase 3721 (lavaderos, bañeras, inodoros, cisternas de descarga de agua y artefactos sanitarios similares de cerámicos),  productos de la clase 3736 (tuberías de cerámica, conductos, cañerías no refractarios y accesorios de tubería)",
62463,"Otros servicios de comercio al por menor de papel tapiz y revestimiento de suelos, sin intervención de tiendas de venta",62463,"Otros servicios de comercio al por menor de papel tapiz y revestimiento de suelos, sin intervención de tiendas de venta","Otros servicios de comercio al por menor de papel tapiz y revestimiento de suelos, sin intervencion de tiendas de venta","Esta subclase incluye: servicios comerciales relacionados con:  productos del grupo 272 (alfombras y otros artículos cubre piso textiles),  productos de la subclase 32194 (papel tapiz y revestimientos similares de paredes; papel para vidrieras),  productos de la clase 3691 (revestimientos de plástico para suelos, en rollos o en forma de baldosas; paredes o techos de plástico)",
